Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,FP.gt,FP.al,Subset.Size,TRUTH.TOTAL,TRUTH.TOTAL.ti,TRUTH.TOTAL.tv,TRUTH.TOTAL.het,TRUTH.TOTAL.homalt,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.TP,TRUTH.TP.ti,TRUTH.TP.tv,TRUTH.TP.het,TRUTH.TP.homalt,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,TRUTH.FN,TRUTH.FN.ti,TRUTH.FN.tv,TRUTH.FN.het,TRUTH.FN.homalt,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,QUERY.TOTAL,QUERY.TOTAL.ti,QUERY.TOTAL.tv,QUERY.TOTAL.het,QUERY.TOTAL.homalt,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP,QUERY.TP.ti,QUERY.TP.tv,QUERY.TP.het,QUERY.TP.homalt,QUERY.TP.TiTv_ratio,QUERY.TP.het_hom_ratio,QUERY.FP,QUERY.FP.ti,QUERY.FP.tv,QUERY.FP.het,QUERY.FP.homalt,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.UNK,QUERY.UNK.ti,QUERY.UNK.tv,QUERY.UNK.het,QUERY.UNK.homalt,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio,METRIC.Recall.Lower,METRIC.Recall.Upper,METRIC.Precision.Lower,METRIC.Precision.Upper,METRIC.Frac_NA.Lower,METRIC.Frac_NA.Upper
SNP,*,hgnc_genes_AADACL3,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,3662.000000,13,9.000000,4.000000,0.000000,13.000000,2.25,0.0,13,9.000000,4.000000,0.000000,13.000000,2.25,0.0,0,0.000000,0.000000,0.000000,0.000000,,,13,9.000000,4.000000,0.000000,13.000000,2.25,0.0,13,9.000000,4.000000,0.000000,13.000000,2.25,0.0,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.752947362,1.0,0.752947362,1.0,0.0,0.247052638
SNP,*,hgnc_genes_AAGAB,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,2841.000000,6,3.000000,3.000000,6.000000,0.000000,1.0,,6,3.000000,3.000000,6.000000,0.000000,1.0,,0,0.000000,0.000000,0.000000,0.000000,,,6,3.000000,3.000000,6.000000,0.000000,1.0,,6,3.000000,3.000000,6.000000,0.000000,1.0,,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.54074187356,1.0,0.54074187356,1.0,0.0,0.45925812644
SNP,*,hgnc_genes_AAK1,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,11345.000000,1,0.000000,1.000000,0.000000,1.000000,0.0,0.0,1,0.000000,1.000000,0.000000,1.000000,0.0,0.0,0,0.000000,0.000000,0.000000,0.000000,,,1,0.000000,1.000000,0.000000,1.000000,0.0,0.0,1,0.000000,1.000000,0.000000,1.000000,0.0,0.0,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.025,1.0,0.025,1.0,0.0,0.975
SNP,*,hgnc_genes_AAMDC,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,606.000000,2,2.000000,0.000000,2.000000,0.000000,,,2,2.000000,0.000000,2.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,2,2.000000,0.000000,2.000000,0.000000,,,2,2.000000,0.000000,2.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.158113883008,1.0,0.158113883008,1.0,0.0,0.841886116992
SNP,*,hgnc_genes_AAMP,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,1804.000000,1,1.000000,0.000000,0.000000,1.000000,,0.0,1,1.000000,0.000000,0.000000,1.000000,,0.0,0,0.000000,0.000000,0.000000,0.000000,,,1,1.000000,0.000000,0.000000,1.000000,,0.0,1,1.000000,0.000000,0.000000,1.000000,,0.0,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.025,1.0,0.025,1.0,0.0,0.975
SNP,*,hgnc_genes_AARD,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,2299.000000,2,1.000000,1.000000,2.000000,0.000000,1.0,,2,1.000000,1.000000,2.000000,0.000000,1.0,,0,0.000000,0.000000,0.000000,0.000000,,,2,1.000000,1.000000,2.000000,0.000000,1.0,,2,1.000000,1.000000,2.000000,0.000000,1.0,,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.158113883008,1.0,0.158113883008,1.0,0.0,0.841886116992
SNP,*,hgnc_genes_AARS,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,3477.000000,2,2.000000,0.000000,2.000000,0.000000,,,2,2.000000,0.000000,2.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,2,2.000000,0.000000,2.000000,0.000000,,,2,2.000000,0.000000,2.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.158113883008,1.0,0.158113883008,1.0,0.0,0.841886116992
SNP,*,hgnc_genes_AARS2,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,3854.000000,7,7.000000,0.000000,0.000000,7.000000,,0.0,7,7.000000,0.000000,0.000000,7.000000,,0.0,0,0.000000,0.000000,0.000000,0.000000,,,7,7.000000,0.000000,0.000000,7.000000,,0.0,7,7.000000,0.000000,0.000000,7.000000,,0.0,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.590383602775,1.0,0.590383602775,1.0,0.0,0.409616397225
SNP,*,hgnc_genes_AARSD1,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,1322.000000,1,1.000000,0.000000,0.000000,1.000000,,0.0,1,1.000000,0.000000,0.000000,1.000000,,0.0,0,0.000000,0.000000,0.000000,0.000000,,,1,1.000000,0.000000,0.000000,1.000000,,0.0,1,1.000000,0.000000,0.000000,1.000000,,0.0,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.025,1.0,0.025,1.0,0.0,0.975
SNP,*,hgnc_genes_AASDH,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,3590.000000,3,3.000000,0.000000,3.000000,0.000000,,,3,3.000000,0.000000,3.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,3,3.000000,0.000000,3.000000,0.000000,,,3,3.000000,0.000000,3.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.292401773821,1.0,0.292401773821,1.0,0.0,0.707598226179
SNP,*,hgnc_genes_AATK,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,5257.000000,5,3.000000,2.000000,2.000000,3.000000,1.5,0.666666666667,5,3.000000,2.000000,2.000000,3.000000,1.5,0.666666666667,0,0.000000,0.000000,0.000000,0.000000,,,5,3.000000,2.000000,2.000000,3.000000,1.5,0.666666666667,5,3.000000,2.000000,2.000000,3.000000,1.5,0.666666666667,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.478176249895,1.0,0.478176249895,1.0,0.0,0.521823750105
SNP,*,hgnc_genes_ABAT,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,1959.000000,1,1.000000,0.000000,0.000000,1.000000,,0.0,1,1.000000,0.000000,0.000000,1.000000,,0.0,0,0.000000,0.000000,0.000000,0.000000,,,1,1.000000,0.000000,0.000000,1.000000,,0.0,1,1.000000,0.000000,0.000000,1.000000,,0.0,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.025,1.0,0.025,1.0,0.0,0.975
SNP,*,hgnc_genes_ABCA1,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,10494.000000,7,6.000000,1.000000,6.000000,1.000000,6.0,6.0,7,6.000000,1.000000,6.000000,1.000000,6.0,6.0,0,0.000000,0.000000,0.000000,0.000000,,,7,6.000000,1.000000,6.000000,1.000000,6.0,6.0,7,6.000000,1.000000,6.000000,1.000000,6.0,6.0,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.590383602775,1.0,0.590383602775,1.0,0.0,0.409616397225
SNP,*,hgnc_genes_ABCA10,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,6362.000000,10,6.000000,4.000000,10.000000,0.000000,1.5,,10,6.000000,4.000000,10.000000,0.000000,1.5,,0,0.000000,0.000000,0.000000,0.000000,,,10,6.000000,4.000000,10.000000,0.000000,1.5,,10,6.000000,4.000000,10.000000,0.000000,1.5,,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.691502892181,1.0,0.691502892181,1.0,0.0,0.308497107819
SNP,*,hgnc_genes_ABCA12,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,9100.000000,3,2.000000,1.000000,2.000000,1.000000,2.0,2.0,3,2.000000,1.000000,2.000000,1.000000,2.0,2.0,0,0.000000,0.000000,0.000000,0.000000,,,3,2.000000,1.000000,2.000000,1.000000,2.0,2.0,3,2.000000,1.000000,2.000000,1.000000,2.0,2.0,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.292401773821,1.0,0.292401773821,1.0,0.0,0.707598226179
SNP,*,hgnc_genes_ABCA13,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,17184.000000,11,8.000000,3.000000,1.000000,10.000000,2.66666666667,0.1,11,8.000000,3.000000,1.000000,10.000000,2.66666666667,0.1,0,0.000000,0.000000,0.000000,0.000000,,,11,8.000000,3.000000,1.000000,10.000000,2.66666666667,0.1,11,8.000000,3.000000,1.000000,10.000000,2.66666666667,0.1,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.715085847082,1.0,0.715085847082,1.0,0.0,0.284914152918
SNP,*,hgnc_genes_ABCA2,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,8146.000000,9,7.000000,2.000000,3.000000,6.000000,3.5,0.5,9,7.000000,2.000000,3.000000,6.000000,3.5,0.5,0,0.000000,0.000000,0.000000,0.000000,,,9,7.000000,2.000000,3.000000,6.000000,3.5,0.5,9,7.000000,2.000000,3.000000,6.000000,3.5,0.5,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.66373288312,1.0,0.66373288312,1.0,0.0,0.33626711688
SNP,*,hgnc_genes_ABCA3,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,6609.000000,4,2.000000,2.000000,3.000000,1.000000,1.0,3.0,4,2.000000,2.000000,3.000000,1.000000,1.0,3.0,0,0.000000,0.000000,0.000000,0.000000,,,4,2.000000,2.000000,3.000000,1.000000,1.0,3.0,4,2.000000,2.000000,3.000000,1.000000,1.0,3.0,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.397635364384,1.0,0.397635364384,1.0,0.0,0.602364635616
SNP,*,hgnc_genes_ABCA4,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,7309.000000,6,3.000000,3.000000,3.000000,3.000000,1.0,1.0,6,3.000000,3.000000,3.000000,3.000000,1.0,1.0,0,0.000000,0.000000,0.000000,0.000000,,,6,3.000000,3.000000,3.000000,3.000000,1.0,1.0,6,3.000000,3.000000,3.000000,3.000000,1.0,1.0,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.54074187356,1.0,0.54074187356,1.0,0.0,0.45925812644
SNP,*,hgnc_genes_ABCA5,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,8220.000000,8,6.000000,2.000000,8.000000,0.000000,3.0,,8,6.000000,2.000000,8.000000,0.000000,3.0,,0,0.000000,0.000000,0.000000,0.000000,,,8,6.000000,2.000000,8.000000,0.000000,3.0,,8,6.000000,2.000000,8.000000,0.000000,3.0,,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.630583352447,1.0,0.630583352447,1.0,0.0,0.369416647553
SNP,*,hgnc_genes_ABCA6,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,5300.000000,4,4.000000,0.000000,3.000000,1.000000,,3.0,4,4.000000,0.000000,3.000000,1.000000,,3.0,0,0.000000,0.000000,0.000000,0.000000,,,4,4.000000,0.000000,3.000000,1.000000,,3.0,4,4.000000,0.000000,3.000000,1.000000,,3.0,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.397635364384,1.0,0.397635364384,1.0,0.0,0.602364635616
SNP,*,hgnc_genes_ABCA7,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,6816.000000,14,11.000000,3.000000,10.000000,4.000000,3.66666666667,2.5,14,11.000000,3.000000,10.000000,4.000000,3.66666666667,2.5,0,0.000000,0.000000,0.000000,0.000000,,,14,11.000000,3.000000,10.000000,4.000000,3.66666666667,2.5,14,11.000000,3.000000,10.000000,4.000000,3.66666666667,2.5,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.76836423835,1.0,0.76836423835,1.0,0.0,0.23163576165
SNP,*,hgnc_genes_ABCA9,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,6514.000000,9,7.000000,2.000000,1.000000,8.000000,3.5,0.125,9,7.000000,2.000000,1.000000,8.000000,3.5,0.125,0,0.000000,0.000000,0.000000,0.000000,,,9,7.000000,2.000000,1.000000,8.000000,3.5,0.125,9,7.000000,2.000000,1.000000,8.000000,3.5,0.125,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.66373288312,1.0,0.66373288312,1.0,0.0,0.33626711688
SNP,*,hgnc_genes_ABCB1,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,4645.000000,2,2.000000,0.000000,1.000000,1.000000,,1.0,2,2.000000,0.000000,1.000000,1.000000,,1.0,0,0.000000,0.000000,0.000000,0.000000,,,2,2.000000,0.000000,1.000000,1.000000,,1.0,2,2.000000,0.000000,1.000000,1.000000,,1.0,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.158113883008,1.0,0.158113883008,1.0,0.0,0.841886116992
SNP,*,hgnc_genes_ABCB11,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,4775.000000,1,1.000000,0.000000,0.000000,1.000000,,0.0,1,1.000000,0.000000,0.000000,1.000000,,0.0,0,0.000000,0.000000,0.000000,0.000000,,,1,1.000000,0.000000,0.000000,1.000000,,0.0,1,1.000000,0.000000,0.000000,1.000000,,0.0,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.025,1.0,0.025,1.0,0.0,0.975
SNP,*,hgnc_genes_ABCB4,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,4020.000000,1,1.000000,0.000000,1.000000,0.000000,,,1,1.000000,0.000000,1.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,1,1.000000,0.000000,1.000000,0.000000,,,1,1.000000,0.000000,1.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.025,1.0,0.025,1.0,0.0,0.975
SNP,*,hgnc_genes_ABCB5,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,5811.000000,6,4.000000,2.000000,3.000000,3.000000,2.0,1.0,6,4.000000,2.000000,3.000000,3.000000,2.0,1.0,0,0.000000,0.000000,0.000000,0.000000,,,6,4.000000,2.000000,3.000000,3.000000,2.0,1.0,6,4.000000,2.000000,3.000000,3.000000,2.0,1.0,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.54074187356,1.0,0.54074187356,1.0,0.0,0.45925812644
SNP,*,hgnc_genes_ABCB6,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,3016.000000,3,2.000000,1.000000,0.000000,3.000000,2.0,0.0,3,2.000000,1.000000,0.000000,3.000000,2.0,0.0,0,0.000000,0.000000,0.000000,0.000000,,,3,2.000000,1.000000,0.000000,3.000000,2.0,0.0,3,2.000000,1.000000,0.000000,3.000000,2.0,0.0,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.292401773821,1.0,0.292401773821,1.0,0.0,0.707598226179
SNP,*,hgnc_genes_ABCB8,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,2487.000000,4,2.000000,2.000000,4.000000,0.000000,1.0,,4,2.000000,2.000000,4.000000,0.000000,1.0,,0,0.000000,0.000000,0.000000,0.000000,,,4,2.000000,2.000000,4.000000,0.000000,1.0,,4,2.000000,2.000000,4.000000,0.000000,1.0,,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.397635364384,1.0,0.397635364384,1.0,0.0,0.602364635616
SNP,*,hgnc_genes_ABCC1,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,6552.000000,7,4.000000,3.000000,5.000000,2.000000,1.33333333333,2.5,7,4.000000,3.000000,5.000000,2.000000,1.33333333333,2.5,0,0.000000,0.000000,0.000000,0.000000,,,7,4.000000,3.000000,5.000000,2.000000,1.33333333333,2.5,7,4.000000,3.000000,5.000000,2.000000,1.33333333333,2.5,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.590383602775,1.0,0.590383602775,1.0,0.0,0.409616397225
SNP,*,hgnc_genes_ABCC10,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,5033.000000,1,1.000000,0.000000,1.000000,0.000000,,,1,1.000000,0.000000,1.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,1,1.000000,0.000000,1.000000,0.000000,,,1,1.000000,0.000000,1.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.025,1.0,0.025,1.0,0.0,0.975
